"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"인천광역시 미추홀구 학익동","684-4","0684","0004","대동1","42.72","202202","19","13,250","2","1988","매소홀로 402","20220318","중개거래","인천 미추홀구"
"인천광역시 미추홀구 학익동","684-4","0684","0004","대동1","42.72","202202","19","13,250","2","1988","매소홀로 402","","중개거래","인천 미추홀구"
"인천광역시 미추홀구 학익동","684-4","0684","0004","대동1","42.72","202202","26","12,500","5","1988","매소홀로 402","","중개거래","인천 미추홀구"
"인천광역시 미추홀구 학익동","678-3","0678","0003","동진","54.54","202202","27","15,700","2","1990","매소홀로438번길 8","","중개거래","인천 미추홀구"
"인천광역시 미추홀구 학익동","125-1","0125","0001","신동아2","41.96","202202","5","17,200","3","1989","소성로 211","","중개거래","인천 미추홀구"
"인천광역시 미추홀구 학익동","125-1","0125","0001","신동아2","49.03","202202","7","24,400","13","1989","소성로 211","","중개거래","인천 미추홀구, 인천 연수구"
"인천광역시 미추홀구 학익동","48-14","0048","0014","신동아3","68.91","202202","7","29,400","10","1990","매소홀로475번길 18","","중개거래","인천 미추홀구, 인천 서구"
"인천광역시 미추홀구 학익동","48-2","0048","0002","신동아4","57.23","202202","3","28,000","3","1990","학익소로61번길 132","","중개거래","울산 중구, 인천 미추홀구"
"인천광역시 미추홀구 학익동","48-2","0048","0002","신동아4","57.23","202202","20","27,600","10","1990","학익소로61번길 132","","중개거래","인천 미추홀구"
"인천광역시 미추홀구 학익동","48-1","0048","0001","신동아5","68.91","202202","25","30,600","12","1993","학익소로61번길 135","","중개거래","인천 남동구, 인천 미추홀구"
"인천광역시 미추홀구 학익동","645","0645","0000","신동아7","59.4","202202","5","28,000","11","1994","학익소로61번길 83","","중개거래","인천 미추홀구"
"인천광역시 미추홀구 학익동","645","0645","0000","신동아7","59.4","202202","11","27,000","8","1994","학익소로61번길 83","","중개거래","인천 미추홀구, 인천 부평구"
"인천광역시 미추홀구 학익동","50","0050","0000","신동아8","59.4","202202","7","23,800","9","1997","매소홀로475번길 60","","중개거래","인천 미추홀구"
"인천광역시 미추홀구 학익동","50","0050","0000","신동아8","84.96","202202","14","38,500","2","1997","매소홀로475번길 60","","중개거래","인천 미추홀구"
"인천광역시 미추홀구 학익동","702-2","0702","0002","원흥아파트","59.77","202202","9","28,000","17","1996","한나루로341번길 16-21","","중개거래","인천 미추홀구"
"인천광역시 미추홀구 학익동","702-2","0702","0002","원흥아파트","59.77","202202","9","27,500","21","1996","한나루로341번길 16-21","","중개거래","인천 미추홀구"
"인천광역시 미추홀구 학익동","702-2","0702","0002","원흥아파트","59.77","202202","15","26,500","10","1996","한나루로341번길 16-21","","중개거래","인천 미추홀구"
"인천광역시 미추홀구 학익동","739","0739","0000","인천학익두산위브","15.987","202202","8","9,200","6","2011","노적산로 43","","중개거래","인천 미추홀구"
"인천광역시 미추홀구 학익동","739","0739","0000","인천학익두산위브","23.92","202202","26","13,900","4","2011","노적산로 43","","중개거래","인천 미추홀구"
"인천광역시 미추홀구 학익동","739","0739","0000","인천학익두산위브","18.381","202202","26","11,500","4","2011","노적산로 43","","중개거래","인천 미추홀구"
"인천광역시 미추홀구 학익동","413-1","0413","0001","장미1","66.75","202202","3","25,000","3","1984","소성로 72","","중개거래","인천 미추홀구"
"인천광역시 미추홀구 학익동","413-1","0413","0001","장미1","90.78","202202","25","39,950","1","1984","소성로 72","","중개거래","경기 광명시, 경기 안양동안구, 인천 미추홀구"
"인천광역시 미추홀구 학익동","703-2","0703","0002","태산","59.0966","202202","19","23,500","3","1998","한나루로341번길 40","","중개거래","인천 미추홀구"
"인천광역시 미추홀구 학익동","711-3","0711","0003","현광1차","58.665","202202","28","25,500","17","2000","한나루로357번길 165","","중개거래","인천 미추홀구"
"인천광역시 미추홀구 학익동","692-1","0692","0001","호산1","59.3","202202","21","18,200","2","1996","한나루로358번길 6-11","","중개거래","인천 미추홀구"
"인천광역시 부평구 갈산동","359","0359","0000","주공1단지","41.3","202202","7","27,000","12","1992","굴포로 81","","중개거래","인천 부평구"
"인천광역시 부평구 갈산동","359","0359","0000","주공1단지","38.64","202202","12","26,000","12","1992","굴포로 81","","중개거래","인천 부평구"
"인천광역시 부평구 갈산동","359","0359","0000","주공1단지","38.64","202202","17","25,000","4","1992","굴포로 81","","중개거래","인천 부평구"
"인천광역시 부평구 갈산동","362","0362","0000","하나","84.75","202202","9","47,500","6","1992","갈월서로 45","","중개거래","인천 부평구"
"인천광역시 부평구 갈산동","179-1","0179","0001","한국","59.88","202202","15","35,500","16","1993","부평대로278번길 42","","중개거래","인천 부평구"
"인천광역시 부평구 갈산동","369","0369","0000","한국1,동아,팬더","59.85","202202","12","34,000","7","1993","갈월동로 34","","중개거래","인천 부평구"
"인천광역시 부평구 갈산동","369","0369","0000","한국1,동아,팬더","84.75","202202","12","43,800","3","1993","갈월동로 40","","중개거래","인천 부평구"
"인천광역시 부평구 갈산동","369","0369","0000","한국1,동아,팬더","84.36","202202","15","44,700","18","1993","갈월동로 42","","중개거래","인천 부평구"
"인천광역시 부평구 부개동","477-3","0477","0003","뉴서울","39.48","202202","19","24,000","2","1989","충선로 191","","중개거래","인천 부평구"
"인천광역시 부평구 부개동","477-3","0477","0003","뉴서울","39.48","202202","26","26,100","13","1989","충선로 191","","중개거래","인천 부평구"
"인천광역시 부평구 부개동","477-1","0477","0001","대동","43.295","202202","9","39,500","2","1988","길주로 640","","중개거래","인천 부평구"
"인천광역시 부평구 부개동","270","0270","0000","반도그린힐","78.4","202202","25","26,000","7","2002","경인로 1038","","중개거래","인천 부평구"
"인천광역시 부평구 부개동","308-3","0308","0003","부개동동도센트리움","59.667","202202","15","44,000","12","2014","경인로1099번길 39","","중개거래","경기 부천시"
"인천광역시 부평구 부개동","498-5","0498","0005","부개주공3","59.98","202202","20","40,500","3","1996","길주남로 144","","중개거래","인천 부평구"
"인천광역시 부평구 부개동","498-5","0498","0005","부개주공3","39.99","202202","28","28,000","13","1996","길주남로 144","","중개거래","인천 부평구"
"인천광역시 부평구 부개동","501-1","0501","0001","부개주공6","84.79","202202","23","54,500","18","1997","부개로 12","","중개거래","인천 부평구"
"인천광역시 부평구 부개동","501-1","0501","0001","부개주공6","84.79","202202","26","58,700","7","1997","부개로 12","","중개거래","인천 부평구"
"인천광역시 부평구 부개동","502-8","0502","0008","부개주공7단지","49.76","202202","18","31,000","12","1998","동수천로 118","","중개거래","인천 부평구"
"인천광역시 부평구 부개동","502-8","0502","0008","부개주공7단지","49.44","202202","18","31,900","5","1998","동수천로 118","","중개거래","인천 부평구"
"인천광역시 부평구 부개동","90-1","0090","0001","삼이","54.6","202202","15","27,500","2","1983","충선로 85","","중개거래","인천 부평구"
"인천광역시 부평구 부개동","90-1","0090","0001","삼이","54.6","202202","19","25,900","5","1983","충선로 85","","중개거래","인천 부평구"
"인천광역시 부평구 부개동","497-1","0497","0001","상우신명보람","111.41","202202","22","83,300","10","1998","길주남로 175","","중개거래","경기 부천시, 인천 부평구"
"인천광역시 부평구 부개동","104-5","0104","0005","신삼호(B동)","41.55","202202","21","23,200","5","1981","부평문화로153번길 10-9","","중개거래","인천 부평구"
"인천광역시 부평구 부개동","500-1","0500","0001","주공5","59.99","202202","15","45,500","7","1998","부개로 11","","중개거래","인천 부평구"
"인천광역시 부평구 부개동","499-2","0499","0002","푸른마을한신,삼부","134.965","202202","5","82,000","17","1999","부개로 58","","중개거래","인천 부평구"
"인천광역시 부평구 부개동","499-2","0499","0002","푸른마을한신,삼부","99.935","202202","5","60,000","21","1999","부개로 58","","중개거래","인천 부평구"
"인천광역시 부평구 부개동","499-2","0499","0002","푸른마을한신,삼부","99.86","202202","5","71,000","18","1999","부개로 58","","중개거래","인천 부평구"
"인천광역시 부평구 부개동","499-2","0499","0002","푸른마을한신,삼부","99.86","202202","20","73,500","14","1999","부개로 58","","중개거래","인천 부평구"
"인천광역시 부평구 부개동","442-3","0442","0003","한국","84.02","202202","5","39,800","8","1992","동수로120번길 11","","중개거래","인천 부평구"
"인천광역시 부평구 부개동","131-3","0131","0003","한양","47.6","202202","25","25,000","4","1982","충선로 57","","중개거래","인천 부평구"
"인천광역시 부평구 부평동","433-120","0433","0120","TJ미다스뷰","47.79","202202","8","25,000","12","2016","부흥북로 13","","중개거래","인천 부평구"
"인천광역시 부평구 부평동","452-1","0452","0001","건영(452-1)","52.88","202202","17","16,400","5","2002","부평문화로130번길 31","","중개거래","인천 부평구"
"인천광역시 부평구 부평동","433-13","0433","0013","금강캐슬","43.86","202202","4","16,500","5","2003","주부토로 73","","중개거래","인천 부평구"
"인천광역시 부평구 부평동","222-4","0222","0004","노블레스뷰","42.81","202202","12","19,000","5","2015","시장로61번길 6","","중개거래","인천 부평구"
"인천광역시 부평구 부평동","64-20","0064","0020","대림1차","76.388","202202","14","46,500","7","1989","부영로 196","","중개거래","인천 부평구"
"인천광역시 부평구 부평동","180-27","0180","0027","더원레뷰2동","46.7","202202","26","22,000","4","2013","광장로24번길 75","","중개거래","인천 부평구"
"인천광역시 부평구 부평동","364-20","0364","0020","동명코아(364-20)","35.62","202202","19","10,000","4","2002","부평문화로 137-1","","중개거래","인천 부평구"
"인천광역시 부평구 부평동","70-5","0070","0005","동아(1차)","52.43","202202","12","50,000","11","1986","부평문화로 37","","중개거래","인천 부평구"
"인천광역시 부평구 부평동","70-5","0070","0005","동아(1차)","76.74","202202","23","70,000","10","1986","부평문화로 37","","중개거래","인천 부평구"
"인천광역시 부평구 부평동","70-5","0070","0005","동아(1차)","76.74","202202","25","65,000","11","1986","부평문화로 37","","직거래","-"
"인천광역시 부평구 부평동","70-123","0070","0123","동아(2차)","164.86","202202","10","75,000","8","1995","부흥로 246","","직거래","-"
"인천광역시 부평구 부평동","70-123","0070","0123","동아(2차)","59.82","202202","19","46,800","13","1995","부흥로 246","","중개거래","인천 부평구"
"인천광역시 부평구 부평동","13-40","0013","0040","드림1차","60.75","202202","12","20,500","4","2002","주부토로 86","","중개거래","인천 부평구"
"인천광역시 부평구 부평동","947","0947","0000","래미안부평","114.992","202202","3","89,900","21","2014","길주남로10번길 21","","중개거래","인천 부평구"
"인천광역시 부평구 부평동","947","0947","0000","래미안부평","84.974","202202","6","70,000","26","2014","길주남로10번길 21","","중개거래","인천 부평구"
"인천광역시 부평구 부평동","947","0947","0000","래미안부평","84.968","202202","26","74,500","7","2014","길주남로10번길 21","","중개거래","인천 부평구"
"인천광역시 부평구 부평동","505-1","0505","0001","로뎀레뷰","47.22","202202","19","18,000","9","2013","장제로52번길 13","","중개거래","인천 부평구"
"인천광역시 부평구 부평동","209-1","0209","0001","로렌.하이뷰","48.03","202202","3","23,500","11","2015","장제로102번길 31","","중개거래","인천 부평구"
"인천광역시 부평구 부평동","433-164","0433","0164","리코팰리스","56.009","202202","7","20,000","7","2016","주부토로75번길 21","","중개거래","인천 부평구"
"인천광역시 부평구 부평동","500-19","0500","0019","리코팰리스1차","46.8","202202","23","19,000","5","2013","동수천로7번길 10","","중개거래","인천 부평구"
"인천광역시 부평구 부평동","470-2","0470","0002","무한레뷰","43.14","202202","14","16,000","8","2014","충선로8번길 5","","중개거래","인천 부평구"
"인천광역시 부평구 부평동","431-37","0431","0037","부평타워큐","19.51","202202","10","9,000","9","2012","부평대로 114","","직거래","-"
"인천광역시 부평구 부평동","452-26","0452","0026","블루밍아파트B동","49.7","202202","3","20,100","12","2016","장제로76번길 25","","중개거래","인천 부평구"
"인천광역시 부평구 부평동","452-26","0452","0026","블루밍아파트B동","55.35","202202","7","22,400","11","2016","장제로76번길 25","","중개거래","인천 부평구"
"인천광역시 부평구 부평동","500-1","0500","0001","삼성캐슬","49.84","202202","6","19,900","8","2014","동수천로 13","","직거래","-"
"인천광역시 부평구 부평동","457-1","0457","0001","삼성캐슬(457-1)","58.71","202202","5","20,000","11","2015","충선로 11","","직거래","-"
"인천광역시 부평구 부평동","521-7","0521","0007","서린레이크","49.77","202202","10","15,000","4","2014","장제로101번길 21","","중개거래","경기 수원권선구"
"인천광역시 부평구 부평동","151-14","0151","0014","서린레이크3차","42.67","202202","17","20,300","7","2016","대정로 65","","중개거래","인천 부평구"
"인천광역시 부평구 부평동","534-71","0534","0071","세인트뷰","47.088","202202","11","24,700","10","2017","경원대로1344번길 43","","중개거래","인천 부평구"
"인천광역시 부평구 부평동","375-4","0375","0004","스마트빌(375-4)","31.67","202202","7","16,000","7","2013","장제로 179","","직거래","-"
"인천광역시 부평구 부평동","379-40","0379","0040","승림(379-40)","69.72","202202","15","23,500","4","2010","부흥북로72번길 18-14","","중개거래","인천 부평구"
"인천광역시 부평구 부평동","185-110","0185","0110","안택크린","63.12","202202","24","14,400","4","2003","광장로24번길 27","","중개거래","인천 부평구"
"인천광역시 부평구 부평동","118-51","0118","0051","영아이빌","35.13","202202","18","8,700","5","2002","장제로156번길 23","","중개거래","인천 부평구"
"인천광역시 부평구 부평동","415-3","0415","0003","우주마루","68.62","202202","14","22,500","13","2011","주부토로 54","","중개거래","인천 부평구"
"인천광역시 부평구 부평동","65-7","0065","0007","욱일","84.16","202202","19","35,300","8","1990","부흥로243번길 39","","중개거래","인천 부평구"
"인천광역시 부평구 부평동","408-38","0408","0038","위너스빌","49.54","202202","8","16,100","9","2012","주부토로56번길 7","","중개거래","인천 부평구"
"인천광역시 부평구 부평동","408-38","0408","0038","위너스빌","43.86","202202","18","18,000","8","2012","주부토로56번길 7","","직거래","-"
"인천광역시 부평구 부평동","135-8","0135","0008","청담아이리스","45.54","202202","12","16,600","5","2015","부평문화로115번길 16","","중개거래","인천 부평구"
"인천광역시 부평구 부평동","377-37","0377","0037","카리스뷰(2차)","42.13","202202","3","14,500","10","2015","장제로 163","","직거래","-"
"인천광역시 부평구 부평동","379-77","0379","0077","케이(2동)","57.05","202202","8","22,000","5","2014","주부토로66번길 65","","직거래","-"
"인천광역시 부평구 부평동","409-1","0409","0001","탑클래스","58.5549","202202","19","22,000","14","2016","부흥로315번길 27","","중개거래","인천 부평구"
"인천광역시 부평구 부평동","531-1","0531","0001","태강CITY","46.8","202202","16","21,900","14","2016","장제로 89","","중개거래","인천 부평구"
"인천광역시 부평구 부평동","147-9","0147","0009","태강플러스","49.92","202201","31","21,400","9","2014","부평문화로105번길 41","","중개거래","인천 부평구"
"인천광역시 부평구 부평동","458-3","0458","0003","투엠캐슬","41.81","202202","12","19,000","11","2015","충선로 19","","중개거래","인천 부평구"
"인천광역시 부평구 부평동","406-20","0406","0020","포커스뷰","44.99","202202","19","17,500","9","2013","부흥북로 54","","중개거래","인천 서구"
"인천광역시 부평구 부평동","529-93","0529","0093","플러스타워","63.17","202202","15","22,000","6","2016","부평대로63번길 10-10","","직거래","-"
"인천광역시 부평구 부평동","146-7","0146","0007","헤리움","70.39","202202","11","23,700","12","2011","부평문화로115번길 42","","중개거래","인천 미추홀구"
"인천광역시 부평구 부평동","505-2","0505","0002","헤리움","16.57","202202","4","11,000","13","2013","장제로 58","","직거래","-"
"인천광역시 부평구 부평동","431-15","0431","0015","헤리움노블레스","16.76","202202","7","10,500","13","2014","부평대로 132","","직거래","-"
"인천광역시 부평구 부평동","431-15","0431","0015","헤리움노블레스","16.76","202202","25","12,500","12","2014","부평대로 132","","직거래","-"
"인천광역시 부평구 부평동","376-1","0376","0001","효행복마을","63.56","202202","20","20,000","11","2015","부평문화로 134","","중개거래","인천 부평구"
"인천광역시 부평구 산곡동","63-70","0063","0070","거산","59.67","202202","22","19,000","1","1997","세월천로115번길 21","","중개거래","인천 부평구"
"인천광역시 부평구 산곡동","264-1","0264","0001","뉴서울(264-1)","84.89","202202","26","36,000","10","1991","부흥로123번길 36","","중개거래","인천 부평구"
"인천광역시 부평구 산곡동","255-1","0255","0001","뉴서울아파트","84.81","202202","17","35,000","2","1989","마장로264번길 33","","중개거래","인천 부평구"
"인천광역시 부평구 산곡동","294-35","0294","0035","우성1차2차(294-35)","54.52","202202","12","31,800","6","1989","부영로 165","","중개거래","인천 부평구"
"인천광역시 부평구 산곡동","306-3","0306","0003","우성4차","84.97","202202","18","39,000","1","1991","안남로123번길 46","","중개거래","인천 부평구"
"인천광역시 부평구 산곡동","137-8","0137","0008","한신(137-8)","41.29","202202","3","22,500","3","1986","원적로416번길 38","","중개거래","인천 부평구"
"인천광역시 부평구 산곡동","222","0222","0000","한신휴","127.207","202202","25","62,300","7","2003","마장로220번길 13","","중개거래","인천 부평구"
"인천광역시 부평구 산곡동","182","0182","0000","한양(182)","91.07","202202","17","64,000","3","1984","마장로 287","","중개거래","인천 부평구"
"인천광역시 부평구 산곡동","124-23","0124","0023","한화1단지","59.88","202202","21","45,500","12","1997","원적로 361","","중개거래","인천 부평구"
"인천광역시 부평구 산곡동","124-23","0124","0023","한화2단지","84.95","202202","3","58,000","8","1999","원적로 361","","중개거래","인천 부평구"
"인천광역시 부평구 산곡동","124-23","0124","0023","한화2단지","59.88","202202","4","47,000","8","1999","원적로 361","","중개거래","인천 부평구"
"인천광역시 부평구 산곡동","124-23","0124","0023","한화2단지","59.88","202202","8","47,750","12","1999","원적로 361","","중개거래","인천 부평구"
"인천광역시 부평구 산곡동","179-92","0179","0092","현대(179-92)","84.94","202202","3","42,500","4","1999","원적로269번길 15","","중개거래","인천 부평구"
"인천광역시 부평구 산곡동","311-126","0311","0126","현대2차","41.44","202202","18","25,000","2","1987","안남로 91","","중개거래","인천 부평구"
"인천광역시 부평구 산곡동","311-126","0311","0126","현대2차","72.54","202202","28","45,500","6","1987","안남로 91","","중개거래","서울 도봉구, 인천 부평구"
"인천광역시 부평구 산곡동","370-399","0370","0399","현대3차","71.025","202202","9","35,000","15","1989","마장로 121","","직거래","-"
"인천광역시 부평구 삼산동","56-3","0056","0003","삼보","57.82","202202","28","24,200","5","1990","후정동로47번길 4","","중개거래","인천 부평구"
"인천광역시 부평구 삼산동","388-7","0388","0007","삼산주공미래타운2차","39.99","202202","10","21,000","11","2000","부평북로 432","","중개거래","인천 부평구"
"인천광역시 부평구 삼산동","390-6","0390","0006","삼산주공미래타운3차","59.39","202202","3","31,000","1","2000","부평북로 463","","중개거래","인천 부평구"
"인천광역시 부평구 삼산동","390-6","0390","0006","삼산주공미래타운3차","59.39","202202","17","34,900","2","2000","부평북로 463","","중개거래","인천 부평구"
"인천광역시 부평구 삼산동","390-6","0390","0006","삼산주공미래타운3차","59.39","202202","22","37,000","6","2000","부평북로 463","","중개거래","인천 부평구"
"인천광역시 부평구 삼산동","445-5","0445","0005","삼산타운2단지","84.98","202202","12","71,700","16","2005","수변로 333","","중개거래","인천 부평구"
"인천광역시 부평구 삼산동","445-5","0445","0005","삼산타운2단지","84.98","202202","28","62,000","6","2005","수변로 333","","중개거래","인천 부평구"
"인천광역시 부평구 삼산동","453-1","0453","0001","삼산타운7단지","84.96","202202","3","74,000","17","2004","체육관로 27","","중개거래","인천 부평구"
"인천광역시 부평구 삼산동","453-1","0453","0001","삼산타운7단지","84.07","202202","7","76,000","7","2004","체육관로 27","","중개거래","인천 부평구"
"인천광역시 부평구 삼산동","453-1","0453","0001","삼산타운7단지","84.07","202202","15","73,500","1","2004","체육관로 27","","중개거래","인천 부평구"
"인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","51.86","202202","7","45,250","4","2005","굴포로 105","","중개거래","인천 부평구"
"인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","51.86","202202","12","48,800","8","2005","굴포로 105","","중개거래","인천 부평구"
"인천광역시 부평구 삼산동","454-4","0454","0004","서해그랑블5단지","130.0383","202202","17","115,000","13","2004","굴포로 158","","중개거래","인천 부평구"
"인천광역시 부평구 삼산동","448-1","0448","0001","신성미소지움3단지","101.48","202202","4","72,000","2","2005","수변로 334","","중개거래","인천 부평구"
"인천광역시 부평구 삼산동","205","0205","0000","정광","43.71","202202","12","14,000","6","1989","후정동로 17","","중개거래","인천 부평구"
"인천광역시 부평구 삼산동","205","0205","0000","정광","43.71","202202","21","18,000","4","1989","후정동로 17","","중개거래","인천 부평구"
"인천광역시 부평구 삼산동","254","0254","0000","한국","52.83","202202","19","19,000","6","1989","평천로 395","","중개거래","인천 부평구"
"인천광역시 부평구 십정동","187-22","0187","0022","동보","84.522","202202","24","34,900","6","1998","상정로 11","","중개거래","인천 부평구"
"인천광역시 부평구 십정동","406-3","0406","0003","동암비버리씨티","12.3454","202202","8","6,750","8","2014","열우물로25번길 14-3","","직거래","-"
"인천광역시 부평구 십정동","406-3","0406","0003","동암비버리씨티","16.0515","202202","9","10,500","9","2014","열우물로25번길 14-3","","직거래","-"
"인천광역시 부평구 십정동","406-3","0406","0003","동암비버리씨티","12.2876","202202","11","8,500","4","2014","열우물로25번길 14-3","","직거래","-"
"인천광역시 부평구 십정동","406-3","0406","0003","동암비버리씨티","12.3454","202202","22","8,500","9","2014","열우물로25번길 14-3","","직거래","-"
"인천광역시 부평구 십정동","427-3","0427","0003","동암정든마을아파트(427-3)","64.1883","202202","12","28,000","10","2007","이규보로 42","","중개거래","인천 부평구"
"인천광역시 부평구 십정동","577-3","0577","0003","신태양","38.75","202202","5","12,000","2","1987","경인로759번길 5","","중개거래","인천 부평구"
"인천광역시 부평구 십정동","608-4","0608","0004","십정뜨란채1단지","59.93","202202","9","36,000","16","2005","이규보로 79","","중개거래","인천 부평구"
"인천광역시 부평구 십정동","608-4","0608","0004","십정뜨란채1단지","59.93","202202","11","37,500","16","2005","이규보로 79","","중개거래","인천 부평구"
"인천광역시 부평구 십정동","608-4","0608","0004","십정뜨란채1단지","84.6","202202","12","40,000","1","2005","이규보로 79","","중개거래","인천 부평구"
"인천광역시 부평구 십정동","608-4","0608","0004","십정뜨란채1단지","59.93","202202","24","37,000","12","2005","이규보로 79","","중개거래","인천 부평구"
"인천광역시 부평구 십정동","608-4","0608","0004","십정뜨란채1단지","84.6","202202","25","39,000","2","2005","이규보로 79","","중개거래","인천 부평구"
"인천광역시 부평구 십정동","608-4","0608","0004","십정뜨란채1단지","84.46","202202","26","40,000","4","2005","이규보로 79","","중개거래","인천 부평구"
"인천광역시 부평구 십정동","582","0582","0000","약산신동아","75.93","202202","4","24,500","2","1986","동암산로 33","","중개거래","인천 남동구"
"인천광역시 부평구 십정동","188-2","0188","0002","정원","38.61","202202","8","9,100","6","1987","상정로 19","","중개거래","인천 부평구"
"인천광역시 부평구 십정동","188-2","0188","0002","정원","38.61","202202","18","10,700","4","1987","상정로 19","","중개거래","인천 부평구"
"인천광역시 부평구 십정동","188-2","0188","0002","정원","38.61","202202","18","10,000","5","1987","상정로 19","","중개거래","인천 부평구"
"인천광역시 부평구 일신동","410","0410","0000","일신주공아파트(100~112동)","39.99","202202","10","18,400","5","1995","항동로75번길 11","","중개거래","경기 부천시"
"인천광역시 부평구 일신동","410","0410","0000","일신주공아파트(100~112동)","39.99","202202","11","17,500","15","1995","항동로75번길 11","","중개거래","경기 부천시, 인천 부평구"
"인천광역시 부평구 일신동","410","0410","0000","일신주공아파트(100~112동)","59.98","202202","21","28,500","5","1995","경인로1118번길 67","","중개거래","인천 부평구"
"인천광역시 부평구 일신동","410","0410","0000","일신주공아파트(100~112동)","39.99","202202","22","18,000","2","1995","항동로75번길 11","","중개거래","인천 부평구"
"인천광역시 부평구 일신동","410","0410","0000","일신주공아파트(100~112동)","59.98","202202","26","28,900","4","1995","경인로1118번길 67","","중개거래","인천 부평구"
"인천광역시 부평구 청천동","390-5","0390","0005","무지개","84.71","202202","14","26,500","15","1993","부평북로 123","","중개거래","인천 부평구"
"인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","84.85","202202","5","56,800","8","1998","안남로 272","","중개거래","인천 부평구"
"인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","59.805","202202","15","46,000","23","1998","안남로 272","","중개거래","인천 부평구"
"인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","101.515","202202","28","67,000","12","1998","안남로 272","","중개거래","인천 부평구"
"인천광역시 부평구 청천동","453","0453","0000","청천우민늘푸른아파트","59.4568","202202","16","36,150","10","2020","평천로141번길 11","","중개거래","인천 계양구, 인천 부평구"
"인천광역시 서구 가정동","5-93","0005","0093","동우2","40.86","202202","5","22,000","1","1988"," 30","","중개거래","인천 서구"
"인천광역시 서구 가정동","5-93","0005","0093","동우2","40.86","202202","13","20,500","6","1988"," 30","","중개거래","인천 서구"
"인천광역시 서구 가정동","597-1","0597","0001","루원더퍼스트","59.96","202202","26","55,000","5","2019","봉오재2로 13","","중개거래","인천 서구"
"인천광역시 서구 가정동","610-1","0610","0001","루원시티프라디움","107.2766","202202","15","68,000","1","2018","봉오재3로 66","","중개거래","인천 서구"
"인천광역시 서구 가정동","603-1","0603","0001","루원제일풍경채","74.5715","202202","3","68,000","12","2018","봉오재3로 11","","직거래","-"
"인천광역시 서구 가정동","603-1","0603","0001","루원제일풍경채","84.2814","202202","28","69,000","18","2018","봉오재3로 11","","중개거래","인천 서구"
"인천광역시 서구 가정동","597-2","0597","0002","엘에이치웨스턴블루힐","84.99","202202","22","30,030","20","2015","봉오재2로 37","","직거래","-"
"인천광역시 서구 가정동","566","0566","0000","인향","52.68","202202","8","17,500","5","1989","서달로179번길 12-9","","중개거래","인천 서구"
"인천광역시 서구 가정동","567","0567","0000","한국","84.06","202202","19","30,000","17","1992","가석로 324","","중개거래","인천 서구"
"인천광역시 서구 가좌동","2-19","0002","0019","공작","62.34","202202","10","14,700","4","1990","장고개로 375-3","","중개거래","인천 서구"
"인천광역시 서구 가좌동","121-14","0121","0014","동진","37.68","202202","26","11,000","4","1989","원적로95번길 16","","중개거래","인천 서구"
"인천광역시 서구 가좌동","192-7","0192","0007","세우","67.47","202202","26","14,700","5","1984","건지로318번길 27","","중개거래","인천 서구"
"인천광역시 서구 가좌동","139-2","0139","0002","신명2","49.41","202202","15","13,800","4","1990","가정로125번길 4","","중개거래","인천 서구"
"인천광역시 서구 가좌동","139-2","0139","0002","신명2","49.41","202202","22","12,000","5","1990","가정로125번길 4","","중개거래","인천 서구"
"인천광역시 서구 가좌동","262-1","0262","0001","신영","49.48","202202","21","14,500","3","1984","원적로37번길 23","","중개거래","인천 서구"
"인천광역시 서구 가좌동","193-1","0193","0001","신인향","72.81","202202","14","20,500","1","1990","건지로334번길 26","","중개거래","인천 서구"
"인천광역시 서구 가좌동","193-1","0193","0001","신인향","57.99","202202","23","18,000","2","1990","건지로334번길 26","","중개거래","인천 서구"
"인천광역시 서구 가좌동","193-1","0193","0001","신인향","62.07","202202","26","18,000","5","1990","건지로334번길 26","","중개거래","인천 부평구, 인천 서구"
"인천광역시 서구 가좌동","217","0217","0000","신현대","59.82","202202","18","28,000","7","1995","원적로47번길 35","","중개거래","인천 서구"
"인천광역시 서구 가좌동","199-2","0199","0002","인향","43.83","202202","5","10,300","5","1989","건지로334번길 39","","중개거래","인천 서구"
"인천광역시 서구 가좌동","30-2","0030","0002","진주2","116.6","202202","12","44,700","9","1984","장고개로309번길 24","","직거래","-"
"인천광역시 서구 가좌동","30-86","0030","0086","진주3","76.7","202202","14","33,600","11","1989","장고개로309번길 29","","중개거래","인천 서구"
"인천광역시 서구 가좌동","30-86","0030","0086","진주3","49.5","202202","28","23,000","13","1989","장고개로309번길 29","","중개거래","인천 서구"
"인천광역시 서구 가좌동","210-6","0210","0006","진흥","43.56","202202","10","14,000","2","1986","신진말로28번길 16","","중개거래","인천 서구"
"인천광역시 서구 가좌동","210-6","0210","0006","진흥","48.96","202202","15","14,000","5","1986","신진말로28번길 16","","중개거래","인천 서구"
"인천광역시 서구 가좌동","210-6","0210","0006","진흥","43.56","202202","15","13,300","5","1986","신진말로28번길 16","","중개거래","인천 서구"
